HN220140211110000060000000000000000000トウルヌソル　　　　　　　　　　　　ﾄｳﾙﾇｿﾙ                                  Tournesol                                                                       1922110331927英　　　　　　　　　1130096312404334
HN120021220110000160000000000000000000シヤイニングスピヤー　　　　　　　　ｼﾔｲﾆﾝｸﾞｽﾋﾟﾔｰ                            Shining Spear                                                                   1921110330000英　　　　　　　　　1130134500000000
HN120021220110000260000000000000000000ロイヂユール　　　　　　　　　　　　ﾛｲﾁﾞﾕｰﾙ                                 Roideur                                                                         1915110131920英　　　　　　　　　1130094200000000
HN120021220110000460000000000000000000アデージ　　　　　　　　　　　　　　ｱﾃﾞｰｼﾞ                                  Adage                                                                           1923110130000英　　　　　　　　　1130149600000000
HN120021220110000560000000000000000000ベーフライアー　　　　　　　　　　　ﾍﾞｰﾌﾗｲｱｰ                                                                                                                0000110000000　　　　　　　　　　0000000000000000
HN120021220110000660000000000000000000第一ブレーゼン　　　　　　　　　　　                                                                                                                        1928110430000豪　　　　　　　　　1130150300000000
HN120021220110000760000000000000000000ペパミントー　　　　　　　　　　　　ﾍﾟﾊﾟﾐﾝﾄｰ                                Pepperminto                                                                     1927110430000英　　　　　　　　　1130093200000000
HN120021220110000860000000000000000000ダークフアイヤ　　　　　　　　　　　ﾀﾞｰｸﾌｱｲﾔ                                                                                                                1925110000000　　　　　　　　　　0000000000000000
HN120021220110000960000000000000000000インフオーメーシヨン　　　　　　　　ｲﾝﾌｵｰﾒｰｼﾖﾝ                                                                                                              1903110030000英　　　　　　　　　1130093400000000
HN120021220111000060000000000000000000シーマー　　　　　　　　　　　　　　ｼｰﾏｰ                                    Cyma                                                                            1944110400000新冠町　　　　　　　1110017912100068
HN120021220111000160000000000000000000カツフジ　　　　　　　　　　　　　　ｶﾂﾌｼﾞ                                   Katsufuji                                                                       1943110300000浦河町　　　　　　　1110018112005010
HN120021220111000260000000000000000000サチトミ　　　　　　　　　　　　　　ｻﾁﾄﾐ                                    Sachitomi                                                                       1944110300000岩手県　　　　　　　1110000112100087
HN120021220111000360000000000000000000クラオー　　　　　　　　　　　　　　ｸﾗｵｰ                                    Kura O                                                                          1940110100000三石町　　　　　　　1100001012000231
HN120021220111000560000000000000000000リンボー　　　　　　　　　　　　　　ﾘﾝﾎﾞｰ                                   Limbo                                                                           1949110330000米　　　　　　　　　1130070312403902
HN120021220111000660000000000000000000トキノホシ　　　　　　　　　　　　　ﾄｷﾉﾎｼ                                   Tokino Hoshi                                                                    1944110600000千葉県　　　　　　　1110017512100002
HN120021220111000760000000000000000000カイシユン　　　　　　　　　　　　　ｶｲｼﾕﾝ                                   Kaishun                                                                         1946110300000青森県　　　　　　　1110000112100312
HN120021220111000860000000000000000000キヤプテンオー　　　　　　　　　　　ｷﾔﾌﾟﾃﾝｵｰ                                Captain O                                                                       1946110400000浦河町　　　　　　　1110018212100337
HN120021220111000960000000000000000000月友　　　　　　　　　　　　　　　　                                                                                                                        1932110110000千葉県　　　　　　　1130098012005011
HN120021220111001060000000000000000000イーストパレード　　　　　　　　　　ｲｰｽﾄﾊﾟﾚｰﾄﾞ                              East Parade                                                                     1944110300000青森県　　　　　　　1100001112100273
HN120021220111001260000000000000000000トーンライト　　　　　　　　　　　　ﾄｰﾝﾗｲﾄ                                  Tone Light                                                                      1947110300000白老町　　　　　　　1110001212100472
HN120021220111001460000000000000000000アンダーフエア　　　　　　　　　　　ｱﾝﾀﾞｰﾌｴｱ                                Underfair                                                                       1947110300000浦河町　　　　　　　1110018212000170
HN120021220111001560000000000000000000セントオー　　　　　　　　　　　　　ｾﾝﾄｵｰ                                   Saint O                                                                         1949110300000青森県　　　　　　　1110000312100310
HN120021220111001660000000000000000000ヤシマスター　　　　　　　　　　　　ﾔｼﾏｽﾀｰ                                  Yashima Star                                                                    1946110400000秋田県　　　　　　　1110000312100014
HN120021220111001760000000000000000000山正　　　　　　　　　　　　　　　　                                                                                                                        1928110100000千葉県　　　　　　　1100001412005016
HN120021220111001860000000000000000000ハクコウ　　　　　　　　　　　　　　ﾊｸｺｳ                                    Hakuko                                                                          1929110710000千葉県　　　　　　　1130104212005017
HN120021220111001960000000000000000000ミハルオー　　　　　　　　　　　　　ﾐﾊﾙｵｰ                                   Miharu O                                                                        1945110100000浦河町　　　　　　　1110009612100187
HN120021220111002260000000000000000000ハイレコード　　　　　　　　　　　　ﾊｲﾚｺｰﾄﾞ                                 High Record                                                                     1947110300000浦河町　　　　　　　1110017912100338
HN120021220111002460000000000000000000イチギク　　　　　　　　　　　　　　ｲﾁｷﾞｸ                                   Ichigiku                                                                        1948110300000三石町　　　　　　　1110017912100326
HN120021220111002660000000000000000000コロネーシヨン　　　　　　　　　　　ｺﾛﾈｰｼﾖﾝ                                 Wire Tap                                                                        1950110330000米　　　　　　　　　1130105612403916
HN120021220111002760000000000000000000サチフサ　　　　　　　　　　　　　　ｻﾁﾌｻ                                    Sachifusa                                                                       1948110100000千葉県　　　　　　　1110019212100004
HN120021220111002860000000000000000000カウントセヴン　　　　　　　　　　　ｶｳﾝﾄｾｳﾞﾝ                                Count Seven                                                                     1950110130000豪　　　　　　　　　1130050212403918
HN120021220111002960000000000000000000セントスター　　　　　　　　　　　　ｾﾝﾄｽﾀｰ                                  Saint Star                                                                      1946110400000岩手県　　　　　　　1110000312100065
HN120021220111003060000000000000000000クリチカラ　　　　　　　　　　　　　ｸﾘﾁｶﾗ                                   Kuri Chikara                                                                    1950110300000千葉県　　　　　　　1110017512100387
HN120021220111003160000000000000000000旗雪　　　　　　　　　　　　　　　　                                                                                                                        1953110100000浦河町　　　　　　　1110018112100921
HN120021220111003460000000000000000000トシハマ　　　　　　　　　　　　　　ﾄｼﾊﾏ                                    Toshihama                                                                       1947110300000浦河町　　　　　　　1110017912100392
HN120021220111003560000000000000000000フエアシンボル　　　　　　　　　　　ﾌｴｱｼﾝﾎﾞﾙ                                Fair Symbol                                                                     1950110100000千葉県　　　　　　　1110017512100029
HN120021220111003660000000000000000000トパーズ　　　　　　　　　　　　　　ﾄﾊﾟｰｽﾞ                                  Topaz                                                                           1954110100000静内町　　　　　　　1110019812100770
HN120021220111003860000000000000000000タイヘイヨウ　　　　　　　　　　　　ﾀｲﾍｲﾖｳ                                  Taiheiyo                                                                        1952110100000青森県　　　　　　　1110013012100458
HN120021220111004060000000000000000000スコツト　　　　　　　　　　　　　　ｽｺﾂﾄ                                    Scot                                                                            1954110330000仏　　　　　　　　　1130109212302300
HN120021220111004160000000000000000000ハクチカラ　　　　　　　　　　　　　ﾊｸﾁｶﾗ                                   Haku Chikara                                                                    1953110100000浦河町　　　　　　　1110001312100046
HN120021220111004360000000000000000000ダブルマーク　　　　　　　　　　　　ﾀﾞﾌﾞﾙﾏｰｸ                                Doublemark                                                                      1951110130000豪　　　　　　　　　1130110112403960
HN120021220111004660000000000000000000カツラシユウホウ　　　　　　　　　　ｶﾂﾗｼﾕｳﾎｳ                                Katsura Shuho                                                                   1955110100000青森県　　　　　　　1110000212100655
HN120021220111004860000000000000000000ヒシマサル　　　　　　　　　　　　　ﾋｼﾏｻﾙ                                                                                                                   1955110300000浦河町　　　　　　　1110007912100910
HN120021220111004960000000000000000000オーハヤテ　　　　　　　　　　　　　ｵｰﾊﾔﾃ                                   Ohayate                                                                         1955110300000青森県　　　　　　　1110002012100883
HN120021220111005160000000000000000000ヤシマフアースト　　　　　　　　　　ﾔｼﾏﾌｱｰｽﾄ                                Yashima First                                                                   1956110100000浦河町　　　　　　　1110025512100046
HN120021220111005260000000000000000000チトセミノル　　　　　　　　　　　　ﾁﾄｾﾐﾉﾙ                                  Chitose Minoru                                                                  1958110100000浦河町　　　　　　　1110026412101022
HN120021220111005360000000000000000000シプリアニ　　　　　　　　　　　　　ｼﾌﾟﾘｱﾆ                                  Cipriani                                                                        1958110430000伊　　　　　　　　　1130010012300265
HN120021220111005460000000000000000000ハクシヨウ　　　　　　　　　　　　　ﾊｸｼﾖｳ                                   Hakusho                                                                         1958110400000浦河町　　　　　　　1110026312101358
HN120021220111005760000000000000000000パーソロン　　　　　　　　　　　　　ﾊﾟｰｿﾛﾝ                                  Partholon                                                                       1960110330000愛　　　　　　　　　1130015012404038
HN120021220111005860000000000000000000トキミドリ　　　　　　　　　　　　　ﾄｷﾐﾄﾞﾘ                                  Toki Midori                                                                     1957110400000浦河町　　　　　　　1110027312100369
